Car_id,Dealer_Name,Company,Model,Engine,Transmission,Color,Price,Dealer_No ,Body _Style,Dealer_Region,,,Count of Model,
2453,Suburban Ford,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Passenger,Janesville,,,,
2454,Tri-State Mack Inc,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36500,85257-3102,Sedan,Scottsdale,,,,
2455,Rabun Used Car Sales,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,85257-3102,Hardtop,Scottsdale,,,,
2456,Progressive Shippers Cooperative Association No,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,53546-9427,Passenger,Janesville,,,,
2457,Rabun Used Car Sales,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35000,85257-3102,Hardtop,Scottsdale,,,,
2458,Race Car Help,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,78758-7841,SUV,Austin,,,,
2459,Ryder Truck Rental and Leasing,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29080,06457-3834,Passenger,Middletown,,,,
2460,Scrivener Performance Engineering,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,SUV,Greenville,,,,
2461,Star Enterprises Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,99301-3882,Sedan,Pasco,,,,
2462,Suburban Ford,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000,53546-9427,Hatchback,Janesville,,,,
2463,Tri-State Mack Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,85257-3102,Passenger,Scottsdale,,,,
2464,U-Haul CO,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,78758-7841,Passenger,Austin,,,,
2465,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,53546-9427,SUV,Janesville,,,,
2466,Rabun Used Car Sales,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,85257-3102,SUV,Scottsdale,,,,
2467,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,53546-9427,Sedan,Janesville,,,,
2468,Rabun Used Car Sales,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,85257-3102,Passenger,Scottsdale,,,,
2469,Race Car Help,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000,78758-7841,Passenger,Austin,,,,
2470,Ryder Truck Rental and Leasing,Honda,Accord,Overhead Camshaft,Manual,Black,43500,06457-3834,Sedan,Middletown,,,,
2471,Saab-Belle Dodge,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,60504-7114,Passenger,Aurora,,,,
2472,Nebo Chevrolet,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,06457-3834,Hatchback,Middletown,,,,
2473,New Castle Ford Lincoln Mercury,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35001,60504-7114,Hardtop,Aurora,,,,
2474,Tri-State Mack Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22001,85257-3102,Hardtop,Austin,,,,
2475,Race Car Help,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,78758-7841,Hardtop,Austin,,,,
2476,Progressive Shippers Cooperative Association No,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,53546-9427,SUV,Janesville,,,,
2477,Rabun Used Car Sales,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,SUV,Scottsdale,,,,
2478,Scrivener Performance Engineering,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,38701-8047,Hardtop,Greenville,,,,
2479,Ryder Truck Rental and Leasing,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,06457-3834,Sedan,Middletown,,,,
2480,Saab-Belle Dodge,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36500,60504-7114,Hatchback,Aurora,,,,
2481,Enterprise Rent A Car,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27001,60504-7114,Hardtop,Aurora,,,,
2482,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Red,26000,99301-3882,SUV,Pasco,,,,
2483,Nebo Chevrolet,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,06457-3834,Hardtop,Middletown,,,,
2484,Scrivener Performance Engineering,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,38701-8047,Sedan,Pasco,,,,
2485,Star Enterprises Inc,Cadillac,Seville,Overhead Camshaft,Manual,Black,44500,99301-3882,Hatchback,Janesville,,,,
2486,Suburban Ford,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21500,53546-9427,Sedan,Scottsdale,,,,
2487,Tri-State Mack Inc,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hatchback,Austin,,,,
2488,U-Haul CO,Lexus,GS300,Overhead Camshaft,Manual,Red,17000,78758-7841,Passenger,Middletown,,,,
2489,Progressive Shippers Cooperative Association No,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hatchback,Aurora,,,,
2490,Rabun Used Car Sales,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Red,21000,85257-3102,Hatchback,Greenville,,,,
2491,Race Car Help,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,78758-7841,Sedan,Pasco,,,,
2492,Ryder Truck Rental and Leasing,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000,06457-3834,Hatchback,Janesville,,,,
2493,Saab-Belle Dodge,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18000,60504-7114,Sedan,Scottsdale,,,,
2494,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31000,38701-8047,Hatchback,Austin,,,,
2495,Star Enterprises Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14500,99301-3882,Hatchback,Middletown,,,,
2496,New Castle Ford Lincoln Mercury,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,60504-7114,SUV,Aurora,,,,
2497,Pars Auto Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,38701-8047,SUV,Greenville,,,,
2498,Saab-Belle Dodge,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Sedan,Aurora,,,,
2499,Iceberg Rentals,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,53546-9427,Hardtop,Janesville,,,,
2500,Scrivener Performance Engineering,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25000,38701-8047,Sedan,Greenville,,,,
2501,Star Enterprises Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,99301-3882,Sedan,Pasco,,,,
2502,Tri-State Mack Inc,Lexus,GS300,Overhead Camshaft,Manual,Black,51000,85257-3102,Passenger,Scottsdale,,,,
2503,U-Haul CO,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,78758-7841,SUV,Austin,,,,
2504,Suburban Ford,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,53546-9427,Hatchback,Aurora,,,,
2505,U-Haul CO,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,78758-7841,Hatchback,Greenville,,,,
2506,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,99301-3882,Hatchback,Pasco,,,,
2507,Star Enterprises Inc,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,99301-3882,Sedan,Pasco,,,,
2508,Suburban Ford,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000,53546-9427,Passenger,Janesville,,,,
2509,New Castle Ford Lincoln Mercury,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,60504-7114,Hardtop,Aurora,,,,
2510,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,Pasco,,,,
2511,Progressive Shippers Cooperative Association No,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,53546-9427,SUV,Janesville,,,,
2512,Rabun Used Car Sales,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Sedan,Scottsdale,,,,
2513,Race Car Help,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,Austin,,,,
2514,Ryder Truck Rental and Leasing,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,SUV,Middletown,,,,
2515,Suburban Ford,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9500,53546-9427,SUV,Janesville,,,,
2516,Tri-State Mack Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15500,85257-3102,SUV,Scottsdale,,,,
2517,U-Haul CO,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19000,78758-7841,Hatchback,Austin,,,,
2518,Buddy Storbeck's Diesel Service Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,06457-3834,Passenger,Middletown,,,,
2519,Tri-State Mack Inc,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,85257-3102,Hatchback,Austin,,,,
2520,U-Haul CO,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,78758-7841,Hatchback,Austin,,,,
2521,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,06457-3834,Hatchback,Middletown,,,,
2522,C & M Motors Inc,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28501,60504-7114,Hatchback,Aurora,,,,
2523,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,78758-7841,Hardtop,Austin,,,,
2524,Progressive Shippers Cooperative Association No,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Sedan,Janesville,,,,
2525,Rabun Used Car Sales,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,85257-3102,Hatchback,Scottsdale,,,,
2526,Saab-Belle Dodge,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26001,60504-7114,Hardtop,Aurora,,,,
2527,C & M Motors Inc,Acura,RL,Overhead Camshaft,Manual,Red,31000,60504-7114,SUV,Janesville,,,,
2528,Capitol KIA,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hatchback,Scottsdale,,,,
2529,Chrysler of Tri-Cities,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,99301-3882,Hatchback,Austin,,,,
2530,Chrysler Plymouth,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,53546-9427,Sedan,Middletown,,,,
2531,Saab-Belle Dodge,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hatchback,Aurora,,,,
2532,Pars Auto Sales,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,38701-8047,Hardtop,Greenville,,,,
2533,Capitol KIA,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19001,38701-8047,Hatchback,Greenville,,,,
2534,Ryder Truck Rental and Leasing,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9000,06457-3834,SUV,Middletown,,,,
2535,Classic Chevy,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,85257-3102,Passenger,Aurora,,,,
2536,Scrivener Performance Engineering,Honda,Passport,Overhead Camshaft,Manual,Pale White,27500,38701-8047,SUV,Greenville,,,,
2537,Star Enterprises Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,99301-3882,Hatchback,Pasco,,,,
2538,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17001,99301-3882,Hardtop,Pasco,,,,
2539,Chrysler of Tri-Cities,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,99301-3882,Passenger,Pasco,,,,
2540,Chrysler of Tri-Cities,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,69001,99301-3882,Passenger,Pasco,,,,
2541,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,53546-9427,Hatchback,Janesville,,,,
2542,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,85257-3102,Hardtop,Austin,,,,
2543,Scrivener Performance Engineering,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22500,38701-8047,Passenger,Greenville,,,,
2544,Clay Johnson Auto Sales,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,78758-7841,SUV,Greenville,,,,
2545,Diehl Motor CO Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Sedan,Pasco,,,,
2546,Suburban Ford,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29500,53546-9427,Sedan,Janesville,,,,
2547,Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,85257-3102,SUV,Scottsdale,,,,
2548,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23001,78758-7841,SUV,Austin,,,,
2549,Chrysler Plymouth,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,53546-9427,Sedan,Janesville,,,,
2550,Classic Chevy,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,Scottsdale,,,,
2551,Clay Johnson Auto Sales,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12000,78758-7841,SUV,Austin,,,,
2552,Classic Chevy,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,85257-3102,Hatchback,Austin,,,,
2553,Clay Johnson Auto Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26501,78758-7841,Hatchback,Austin,,,,
2554,Diehl Motor CO Inc,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34001,06457-3834,Sedan,Middletown,,,,
2555,Star Enterprises Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,41400,99301-3882,Sedan,Pasco,,,,
2556,Suburban Ford,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75600,53546-9427,Hatchback,Janesville,,,,
2557,Tri-State Mack Inc,Toyota,Corolla,Overhead Camshaft,Manual,Red,14000,85257-3102,Passenger,Scottsdale,,,,
2558,Enterprise Rent A Car,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Sedan,Janesville,,,,
2559,Gartner Buick Hyundai Saab,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,38701-8047,Hatchback,Scottsdale,,,,
2560,Hatfield Volkswagen,BMW,528i,Overhead Camshaft,Manual,Red,29000,99301-3882,SUV,Austin,,,,
2561,Progressive Shippers Cooperative Association No,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,53546-9427,Passenger,Janesville,,,,
2562,Rabun Used Car Sales,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,85257-3102,Hatchback,Scottsdale,,,,
2563,Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38001,78758-7841,SUV,Austin,,,,
2564,Ryder Truck Rental and Leasing,Nissan,Quest,Overhead Camshaft,Manual,Black,19001,06457-3834,SUV,Middletown,,,,
2565,Diehl Motor CO Inc,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,06457-3834,SUV,Middletown,,,,
2566,Enterprise Rent A Car,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33500,60504-7114,Hatchback,Aurora,,,,
2567,Saab-Belle Dodge,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,60504-7114,Hardtop,Aurora,,,,
2568,Hatfield Volkswagen,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,99301-3882,Sedan,Pasco,,,,
2569,Enterprise Rent A Car,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39001,60504-7114,SUV,Aurora,,,,
2570,Gartner Buick Hyundai Saab,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18501,38701-8047,Sedan,Greenville,,,,
2571,Hatfield Volkswagen,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,99301-3882,Hatchback,Pasco,,,,
2572,Iceberg Rentals,Porsche,Boxter,Overhead Camshaft,Manual,Red,24000,53546-9427,SUV,Janesville,,,,
2573,U-Haul CO,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000,78758-7841,Hatchback,Austin,,,,
2574,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Passenger,Middletown,,,,
2575,C & M Motors Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,60504-7114,SUV,Aurora,,,,
2576,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Sedan,Greenville,,,,
2577,Iceberg Rentals,Honda,Accord,Overhead Camshaft,Manual,Black,43500,53546-9427,Sedan,Janesville,,,,
2578,McKinney Dodge Chrysler Jeep,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,85257-3102,Passenger,Scottsdale,,,,
2579,Motor Vehicle Branch Office,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,78758-7841,SUV,Janesville,,,,
2580,Nebo Chevrolet,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Passenger,Scottsdale,,,,
2581,Saab-Belle Dodge,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27001,60504-7114,SUV,Aurora,,,,
2582,Scrivener Performance Engineering,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12001,38701-8047,Sedan,Greenville,,,,
2583,Star Enterprises Inc,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22001,99301-3882,Hatchback,Pasco,,,,
2584,Suburban Ford,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,53546-9427,SUV,Janesville,,,,
2585,Tri-State Mack Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,42001,85257-3102,Passenger,Scottsdale,,,,
2586,U-Haul CO,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,78758-7841,Hatchback,Austin,,,,
2587,Iceberg Rentals,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,53546-9427,SUV,Janesville,,,,
2588,McKinney Dodge Chrysler Jeep,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19500,85257-3102,Sedan,Scottsdale,,,,
2589,Motor Vehicle Branch Office,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31000,78758-7841,Passenger,Austin,,,,
2590,Nebo Chevrolet,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,06457-3834,Hatchback,Middletown,,,,
2591,New Castle Ford Lincoln Mercury,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46100,60504-7114,Sedan,Aurora,,,,
2592,Pars Auto Sales,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,38701-8047,SUV,Greenville,,,,
2593,McKinney Dodge Chrysler Jeep,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,Hatchback,Austin,,,,
2594,Motor Vehicle Branch Office,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,78758-7841,SUV,Austin,,,,
2595,Nebo Chevrolet,Audi,A6,Overhead Camshaft,Manual,Pale White,13500,06457-3834,SUV,Middletown,,,,
2596,New Castle Ford Lincoln Mercury,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,17000,60504-7114,Hatchback,Aurora,,,,
2597,Pars Auto Sales,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Sedan,Greenville,,,,
2598,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,99301-3882,Passenger,Pasco,,,,
2599,Diehl Motor CO Inc,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,06457-3834,Hardtop,Middletown,,,,
2600,Chrysler Plymouth,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,Janesville,,,,
2601,Classic Chevy,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Sedan,Scottsdale,,,,
2602,Clay Johnson Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Red,17000,78758-7841,Sedan,Austin,,,,
2603,Diehl Motor CO Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,06457-3834,SUV,Middletown,,,,
2604,Enterprise Rent A Car,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21000,60504-7114,Sedan,Aurora,,,,
2605,New Castle Ford Lincoln Mercury,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,60504-7114,Hatchback,Austin,,,,
2606,Pars Auto Sales,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Red,12000,38701-8047,Hatchback,Middletown,,,,
2607,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,99301-3882,SUV,Aurora,,,,
2608,Progressive Shippers Cooperative Association No,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,53546-9427,SUV,Greenville,,,,
2609,Rabun Used Car Sales,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45800,85257-3102,SUV,Pasco,,,,
2610,Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,78758-7841,Hatchback,Janesville,,,,
2611,Buddy Storbeck's Diesel Service Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,06457-3834,SUV,Middletown,,,,
2612,C & M Motors Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25001,60504-7114,Sedan,Aurora,,,,
2613,Nebo Chevrolet,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,06457-3834,Hardtop,Middletown,,,,
2614,Progressive Shippers Cooperative Association No,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,53546-9427,SUV,Janesville,,,,
2615,Progressive Shippers Cooperative Association No,Acura,RL,Overhead Camshaft,Manual,Red,34000,53546-9427,SUV,Janesville,,,,
2616,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,85257-3102,Hatchback,Austin,,,,
2617,Gartner Buick Hyundai Saab,BMW,328i,Overhead Camshaft,Manual,Red,21000,38701-8047,Sedan,Greenville,,,,
2618,Hatfield Volkswagen,Chevrolet,Metro,Overhead Camshaft,Manual,Red,37000,99301-3882,Passenger,Pasco,,,,
2619,Ryder Truck Rental and Leasing,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hatchback,Austin,,,,
2620,Saab-Belle Dodge,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,60504-7114,Hatchback,Austin,,,,
2621,Capitol KIA,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14501,38701-8047,SUV,Greenville,,,,
2622,Chrysler of Tri-Cities,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,99301-3882,Sedan,Pasco,,,,
2623,Chrysler Plymouth,Ford,Taurus,Overhead Camshaft,Manual,Red,22500,53546-9427,SUV,Janesville,,,,
2624,Classic Chevy,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,85257-3102,Passenger,Scottsdale,,,,
2625,Clay Johnson Auto Sales,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,78758-7841,SUV,Austin,,,,
2626,Diehl Motor CO Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hatchback,Middletown,,,,
2627,Enterprise Rent A Car,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42500,60504-7114,Passenger,Aurora,,,,
2628,Gartner Buick Hyundai Saab,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16001,38701-8047,SUV,Greenville,,,,
2629,Rabun Used Car Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,85257-3102,Passenger,Scottsdale,,,,
2630,Race Car Help,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,Austin,,,,
2631,Ryder Truck Rental and Leasing,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,SUV,Middletown,,,,
2632,Saab-Belle Dodge,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,60504-7114,Passenger,Aurora,,,,
2633,Scrivener Performance Engineering,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,38701-8047,SUV,Greenville,,,,
2634,Star Enterprises Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hatchback,Pasco,,,,
2635,Suburban Ford,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,53546-9427,Passenger,Janesville,,,,
2636,Tri-State Mack Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75500,85257-3102,Passenger,Scottsdale,,,,
